worker_id,date,income,platform,hours_worked,data_source
SYN052,2026-03-31,1104,Ride hailing,6.0,synthetic_demo
SYN052,2026-04-01,1294,Ride hailing,6.6,synthetic_demo
SYN052,2026-04-02,947,Ride hailing,7.9,synthetic_demo
SYN052,2026-04-03,1342,Ride hailing,6.3,synthetic_demo
SYN052,2026-04-04,0,Ride hailing,0,synthetic_demo
SYN052,2026-04-05,1261,Ride hailing,5.9,synthetic_demo
SYN052,2026-04-06,1236,Ride hailing,6.5,synthetic_demo
SYN052,2026-04-07,1260,Ride hailing,7.8,synthetic_demo
SYN052,2026-04-08,0,Ride hailing,0,synthetic_demo
SYN052,2026-04-09,938,Ride hailing,6.9,synthetic_demo
SYN052,2026-04-10,1492,Ride hailing,8.0,synthetic_demo
SYN052,2026-04-11,1730,Ride hailing,8.3,synthetic_demo
SYN052,2026-04-12,1440,Ride hailing,8.3,synthetic_demo
SYN052,2026-04-13,1116,Ride hailing,7.7,synthetic_demo
SYN052,2026-04-14,1056,Ride hailing,6.3,synthetic_demo
SYN052,2026-04-15,1307,Ride hailing,6.9,synthetic_demo
SYN052,2026-04-16,1060,Ride hailing,7.3,synthetic_demo
SYN052,2026-04-17,1690,Ride hailing,7.8,synthetic_demo
SYN052,2026-04-18,1801,Ride hailing,7.8,synthetic_demo
SYN052,2026-04-19,1428,Ride hailing,7.0,synthetic_demo
SYN052,2026-04-20,890,Ride hailing,6.9,synthetic_demo
SYN052,2026-04-21,1223,Ride hailing,6.0,synthetic_demo
SYN052,2026-04-22,971,Ride hailing,7.2,synthetic_demo
SYN052,2026-04-23,1587,Ride hailing,7.3,synthetic_demo
SYN052,2026-04-24,980,Ride hailing,5.9,synthetic_demo
SYN052,2026-04-25,1866,Ride hailing,8.3,synthetic_demo
SYN052,2026-04-26,1300,Ride hailing,7.8,synthetic_demo
SYN052,2026-04-27,1113,Ride hailing,6.8,synthetic_demo
SYN052,2026-04-28,0,Ride hailing,0,synthetic_demo
SYN052,2026-04-29,1221,Ride hailing,7.7,synthetic_demo
SYN052,2026-04-30,1500,Ride hailing,7.1,synthetic_demo
SYN052,2026-05-01,1139,Ride hailing,6.4,synthetic_demo
SYN052,2026-05-02,1585,Ride hailing,8.2,synthetic_demo
SYN052,2026-05-03,1831,Ride hailing,7.7,synthetic_demo
SYN052,2026-05-04,1011,Ride hailing,7.3,synthetic_demo
SYN052,2026-05-05,838,Ride hailing,8.0,synthetic_demo
SYN052,2026-05-06,1300,Ride hailing,6.1,synthetic_demo
SYN052,2026-05-07,1211,Ride hailing,5.9,synthetic_demo
SYN052,2026-05-08,1614,Ride hailing,8.0,synthetic_demo
SYN052,2026-05-09,1446,Ride hailing,8.1,synthetic_demo
SYN052,2026-05-10,1199,Ride hailing,8.1,synthetic_demo
SYN052,2026-05-11,1011,Ride hailing,8.2,synthetic_demo
SYN052,2026-05-12,1390,Ride hailing,7.1,synthetic_demo
SYN052,2026-05-13,1502,Ride hailing,6.5,synthetic_demo
SYN052,2026-05-14,1505,Ride hailing,7.3,synthetic_demo
SYN052,2026-05-15,1447,Ride hailing,8.1,synthetic_demo
SYN052,2026-05-16,0,Ride hailing,0,synthetic_demo
SYN052,2026-05-17,0,Ride hailing,0,synthetic_demo
SYN052,2026-05-18,1406,Ride hailing,8.3,synthetic_demo
SYN052,2026-05-19,1443,Ride hailing,6.6,synthetic_demo
SYN052,2026-05-20,1160,Ride hailing,7.0,synthetic_demo
SYN052,2026-05-21,1098,Ride hailing,6.6,synthetic_demo
SYN052,2026-05-22,1077,Ride hailing,8.3,synthetic_demo
SYN052,2026-05-23,1237,Ride hailing,7.7,synthetic_demo
SYN052,2026-05-24,1331,Ride hailing,7.4,synthetic_demo
SYN052,2026-05-25,1152,Ride hailing,7.8,synthetic_demo
SYN052,2026-05-26,1331,Ride hailing,8.3,synthetic_demo
SYN052,2026-05-27,922,Ride hailing,7.7,synthetic_demo
SYN052,2026-05-28,1593,Ride hailing,7.3,synthetic_demo
SYN052,2026-05-29,1510,Ride hailing,6.7,synthetic_demo
SYN052,2026-05-30,1948,Ride hailing,7.6,synthetic_demo
SYN052,2026-05-31,1930,Ride hailing,7.6,synthetic_demo
SYN052,2026-06-01,1287,Ride hailing,6.9,synthetic_demo
SYN052,2026-06-02,1125,Ride hailing,6.4,synthetic_demo
SYN052,2026-06-03,1461,Ride hailing,6.7,synthetic_demo
SYN052,2026-06-04,1333,Ride hailing,7.0,synthetic_demo
SYN052,2026-06-05,1362,Ride hailing,7.9,synthetic_demo
SYN052,2026-06-06,1511,Ride hailing,8.2,synthetic_demo
SYN052,2026-06-07,1308,Ride hailing,8.4,synthetic_demo
SYN052,2026-06-08,1399,Ride hailing,7.0,synthetic_demo
SYN052,2026-06-09,1365,Ride hailing,6.1,synthetic_demo
SYN052,2026-06-10,1182,Ride hailing,7.5,synthetic_demo
SYN052,2026-06-11,1218,Ride hailing,5.8,synthetic_demo
SYN052,2026-06-12,1498,Ride hailing,6.2,synthetic_demo
SYN052,2026-06-13,1947,Ride hailing,7.6,synthetic_demo
SYN052,2026-06-14,2035,Ride hailing,6.9,synthetic_demo
SYN052,2026-06-15,1218,Ride hailing,6.7,synthetic_demo
SYN052,2026-06-16,1061,Ride hailing,7.7,synthetic_demo
SYN052,2026-06-17,1537,Ride hailing,7.8,synthetic_demo
SYN052,2026-06-18,1580,Ride hailing,6.8,synthetic_demo
SYN052,2026-06-19,1308,Ride hailing,7.0,synthetic_demo
SYN052,2026-06-20,1536,Ride hailing,6.1,synthetic_demo
SYN052,2026-06-21,1370,Ride hailing,6.2,synthetic_demo
SYN052,2026-06-22,1278,Ride hailing,6.1,synthetic_demo
SYN052,2026-06-23,1246,Ride hailing,7.1,synthetic_demo
SYN052,2026-06-24,1309,Ride hailing,5.9,synthetic_demo
SYN052,2026-06-25,1151,Ride hailing,6.7,synthetic_demo
SYN052,2026-06-26,1236,Ride hailing,5.9,synthetic_demo
SYN052,2026-06-27,977,Ride hailing,5.9,synthetic_demo
SYN052,2026-06-28,1464,Ride hailing,6.9,synthetic_demo
SYN052,2026-06-29,1202,Ride hailing,8.2,synthetic_demo
SYN053,2026-01-01,910,Freelance,5.7,synthetic_demo
SYN053,2026-01-02,838,Freelance,5.9,synthetic_demo
SYN053,2026-01-03,730,Freelance,5.3,synthetic_demo
SYN053,2026-01-04,505,Freelance,6.2,synthetic_demo
SYN053,2026-01-05,1398,Freelance,5.7,synthetic_demo
SYN053,2026-01-06,1508,Freelance,5.7,synthetic_demo
SYN053,2026-01-07,925,Freelance,5.8,synthetic_demo
SYN053,2026-01-08,1177,Freelance,4.5,synthetic_demo
SYN053,2026-01-09,664,Freelance,5.1,synthetic_demo
SYN053,2026-01-10,857,Freelance,4.7,synthetic_demo
SYN053,2026-01-11,568,Freelance,5.4,synthetic_demo
SYN053,2026-01-12,798,Freelance,5.5,synthetic_demo
SYN053,2026-01-13,862,Freelance,4.9,synthetic_demo
SYN053,2026-01-14,0,Freelance,0,synthetic_demo
SYN053,2026-01-15,1248,Freelance,5.6,synthetic_demo
SYN053,2026-01-16,899,Freelance,6.0,synthetic_demo
SYN053,2026-01-17,0,Freelance,0,synthetic_demo
SYN053,2026-01-18,584,Freelance,5.2,synthetic_demo
SYN053,2026-01-19,809,Freelance,4.7,synthetic_demo
SYN053,2026-01-20,664,Freelance,6.2,synthetic_demo
SYN053,2026-01-21,1136,Freelance,4.7,synthetic_demo
SYN053,2026-01-22,1272,Freelance,5.2,synthetic_demo
SYN053,2026-01-23,1022,Freelance,5.9,synthetic_demo
SYN053,2026-01-24,0,Freelance,0,synthetic_demo
SYN053,2026-01-25,638,Freelance,5.8,synthetic_demo
SYN053,2026-01-26,1014,Freelance,5.8,synthetic_demo
SYN053,2026-01-27,1304,Freelance,4.9,synthetic_demo
SYN053,2026-01-28,1105,Freelance,4.5,synthetic_demo
SYN053,2026-01-29,849,Freelance,4.7,synthetic_demo
SYN053,2026-01-30,950,Freelance,4.6,synthetic_demo
SYN053,2026-01-31,573,Freelance,6.0,synthetic_demo
SYN053,2026-02-01,405,Freelance,5.7,synthetic_demo
SYN053,2026-02-02,1036,Freelance,6.2,synthetic_demo
SYN053,2026-02-03,893,Freelance,5.6,synthetic_demo
SYN053,2026-02-04,0,Freelance,0,synthetic_demo
SYN053,2026-02-05,856,Freelance,4.8,synthetic_demo
SYN053,2026-02-06,1003,Freelance,5.5,synthetic_demo
SYN053,2026-02-07,687,Freelance,5.4,synthetic_demo
SYN053,2026-02-08,513,Freelance,5.3,synthetic_demo
SYN053,2026-02-09,0,Freelance,0,synthetic_demo
SYN053,2026-02-10,784,Freelance,5.5,synthetic_demo
SYN053,2026-02-11,917,Freelance,6.0,synthetic_demo
SYN053,2026-02-12,1057,Freelance,4.8,synthetic_demo
SYN053,2026-02-13,0,Freelance,0,synthetic_demo
SYN053,2026-02-14,797,Freelance,4.5,synthetic_demo
SYN053,2026-02-15,0,Freelance,0,synthetic_demo
SYN053,2026-02-16,784,Freelance,4.5,synthetic_demo
SYN053,2026-02-17,1178,Freelance,5.3,synthetic_demo
SYN053,2026-02-18,818,Freelance,5.9,synthetic_demo
SYN053,2026-02-19,986,Freelance,5.2,synthetic_demo
SYN053,2026-02-20,665,Freelance,4.5,synthetic_demo
SYN053,2026-02-21,795,Freelance,6.1,synthetic_demo
SYN053,2026-02-22,732,Freelance,6.2,synthetic_demo
SYN053,2026-02-23,1332,Freelance,4.8,synthetic_demo
SYN053,2026-02-24,793,Freelance,4.9,synthetic_demo
SYN053,2026-02-25,1096,Freelance,6.2,synthetic_demo
SYN053,2026-02-26,619,Freelance,5.8,synthetic_demo
SYN053,2026-02-27,1085,Freelance,5.1,synthetic_demo
SYN053,2026-02-28,690,Freelance,5.3,synthetic_demo
SYN053,2026-03-01,0,Freelance,0,synthetic_demo
SYN053,2026-03-02,804,Freelance,6.2,synthetic_demo
SYN053,2026-03-03,1044,Freelance,4.7,synthetic_demo
SYN053,2026-03-04,1061,Freelance,6.0,synthetic_demo
SYN053,2026-03-05,0,Freelance,0,synthetic_demo
SYN053,2026-03-06,888,Freelance,5.9,synthetic_demo
SYN053,2026-03-07,451,Freelance,5.3,synthetic_demo
SYN053,2026-03-08,0,Freelance,0,synthetic_demo
SYN053,2026-03-09,1328,Freelance,6.3,synthetic_demo
SYN053,2026-03-10,0,Freelance,0,synthetic_demo
SYN053,2026-03-11,1267,Freelance,4.5,synthetic_demo
SYN053,2026-03-12,439,Freelance,5.2,synthetic_demo
SYN053,2026-03-13,248,Freelance,5.4,synthetic_demo
SYN053,2026-03-14,445,Freelance,4.7,synthetic_demo
SYN053,2026-03-15,256,Freelance,4.8,synthetic_demo
SYN053,2026-03-16,0,Freelance,0,synthetic_demo
SYN053,2026-03-17,1406,Freelance,5.5,synthetic_demo
SYN053,2026-03-18,1376,Freelance,5.0,synthetic_demo
SYN053,2026-03-19,971,Freelance,6.0,synthetic_demo
SYN053,2026-03-20,0,Freelance,0,synthetic_demo
SYN053,2026-03-21,435,Freelance,5.0,synthetic_demo
SYN053,2026-03-22,0,Freelance,0,synthetic_demo
SYN053,2026-03-23,0,Freelance,0,synthetic_demo
SYN053,2026-03-24,0,Freelance,0,synthetic_demo
SYN053,2026-03-25,1006,Freelance,6.1,synthetic_demo
SYN053,2026-03-26,0,Freelance,0,synthetic_demo
SYN053,2026-03-27,1178,Freelance,5.9,synthetic_demo
SYN053,2026-03-28,0,Freelance,0,synthetic_demo
SYN053,2026-03-29,594,Freelance,5.3,synthetic_demo
SYN053,2026-03-30,900,Freelance,5.2,synthetic_demo
SYN053,2026-03-31,1245,Freelance,5.7,synthetic_demo
SYN053,2026-04-01,1111,Freelance,6.3,synthetic_demo
SYN053,2026-04-02,0,Freelance,0,synthetic_demo
SYN053,2026-04-03,962,Freelance,5.8,synthetic_demo
SYN053,2026-04-04,0,Freelance,0,synthetic_demo
SYN053,2026-04-05,0,Freelance,0,synthetic_demo
SYN053,2026-04-06,1008,Freelance,4.5,synthetic_demo
SYN053,2026-04-07,0,Freelance,0,synthetic_demo
SYN053,2026-04-08,1205,Freelance,5.8,synthetic_demo
SYN053,2026-04-09,1064,Freelance,4.8,synthetic_demo
SYN053,2026-04-10,0,Freelance,0,synthetic_demo
SYN053,2026-04-11,857,Freelance,5.4,synthetic_demo
SYN053,2026-04-12,913,Freelance,6.0,synthetic_demo
SYN053,2026-04-13,875,Freelance,5.7,synthetic_demo
SYN053,2026-04-14,786,Freelance,5.1,synthetic_demo
SYN053,2026-04-15,886,Freelance,6.1,synthetic_demo
SYN053,2026-04-16,908,Freelance,5.9,synthetic_demo
SYN053,2026-04-17,989,Freelance,5.2,synthetic_demo
SYN053,2026-04-18,560,Freelance,5.6,synthetic_demo
SYN053,2026-04-19,603,Freelance,5.0,synthetic_demo
SYN053,2026-04-20,968,Freelance,4.7,synthetic_demo
SYN053,2026-04-21,1124,Freelance,6.3,synthetic_demo
SYN053,2026-04-22,1247,Freelance,6.1,synthetic_demo
SYN053,2026-04-23,0,Freelance,0,synthetic_demo
SYN053,2026-04-24,897,Freelance,6.0,synthetic_demo
SYN053,2026-04-25,728,Freelance,5.3,synthetic_demo
SYN053,2026-04-26,802,Freelance,5.9,synthetic_demo
SYN053,2026-04-27,997,Freelance,5.5,synthetic_demo
SYN053,2026-04-28,840,Freelance,6.2,synthetic_demo
SYN053,2026-04-29,1351,Freelance,5.1,synthetic_demo
SYN053,2026-04-30,1042,Freelance,6.0,synthetic_demo
SYN053,2026-05-01,930,Freelance,5.2,synthetic_demo
SYN053,2026-05-02,681,Freelance,5.9,synthetic_demo
SYN053,2026-05-03,752,Freelance,5.6,synthetic_demo
SYN053,2026-05-04,1198,Freelance,4.9,synthetic_demo
SYN053,2026-05-05,958,Freelance,5.0,synthetic_demo
SYN053,2026-05-06,0,Freelance,0,synthetic_demo
SYN053,2026-05-07,1030,Freelance,5.5,synthetic_demo
SYN053,2026-05-08,1185,Freelance,5.3,synthetic_demo
SYN053,2026-05-09,629,Freelance,4.7,synthetic_demo
SYN053,2026-05-10,730,Freelance,5.6,synthetic_demo
SYN053,2026-05-11,0,Freelance,0,synthetic_demo
SYN053,2026-05-12,0,Freelance,0,synthetic_demo
SYN053,2026-05-13,818,Freelance,4.6,synthetic_demo
SYN053,2026-05-14,1298,Freelance,5.2,synthetic_demo
SYN053,2026-05-15,714,Freelance,6.4,synthetic_demo
SYN053,2026-05-16,700,Freelance,4.9,synthetic_demo
SYN053,2026-05-17,668,Freelance,5.2,synthetic_demo
SYN053,2026-05-18,1576,Freelance,4.9,synthetic_demo
SYN053,2026-05-19,736,Freelance,5.7,synthetic_demo
SYN053,2026-05-20,1180,Freelance,6.1,synthetic_demo
SYN053,2026-05-21,0,Freelance,0,synthetic_demo
SYN053,2026-05-22,0,Freelance,0,synthetic_demo
SYN053,2026-05-23,705,Freelance,6.3,synthetic_demo
SYN053,2026-05-24,793,Freelance,6.3,synthetic_demo
SYN053,2026-05-25,0,Freelance,0,synthetic_demo
SYN053,2026-05-26,935,Freelance,6.0,synthetic_demo
SYN053,2026-05-27,1286,Freelance,6.0,synthetic_demo
SYN053,2026-05-28,872,Freelance,5.8,synthetic_demo
SYN053,2026-05-29,0,Freelance,0,synthetic_demo
SYN053,2026-05-30,827,Freelance,6.3,synthetic_demo
SYN053,2026-05-31,646,Freelance,5.0,synthetic_demo
SYN053,2026-06-01,0,Freelance,0,synthetic_demo
SYN053,2026-06-02,1107,Freelance,4.6,synthetic_demo
SYN053,2026-06-03,1350,Freelance,6.2,synthetic_demo
SYN053,2026-06-04,1535,Freelance,4.6,synthetic_demo
SYN053,2026-06-05,967,Freelance,5.3,synthetic_demo
SYN053,2026-06-06,439,Freelance,5.1,synthetic_demo
SYN053,2026-06-07,0,Freelance,0,synthetic_demo
SYN053,2026-06-08,1242,Freelance,6.3,synthetic_demo
SYN053,2026-06-09,1351,Freelance,6.2,synthetic_demo
SYN053,2026-06-10,852,Freelance,5.5,synthetic_demo
SYN053,2026-06-11,846,Freelance,5.4,synthetic_demo
SYN053,2026-06-12,927,Freelance,5.3,synthetic_demo
SYN053,2026-06-13,837,Freelance,4.6,synthetic_demo
SYN053,2026-06-14,819,Freelance,6.4,synthetic_demo
SYN053,2026-06-15,1361,Freelance,5.6,synthetic_demo
SYN053,2026-06-16,1297,Freelance,6.2,synthetic_demo
SYN053,2026-06-17,1858,Freelance,6.3,synthetic_demo
SYN053,2026-06-18,992,Freelance,6.4,synthetic_demo
SYN053,2026-06-19,823,Freelance,5.6,synthetic_demo
SYN053,2026-06-20,885,Freelance,4.5,synthetic_demo
SYN053,2026-06-21,0,Freelance,0,synthetic_demo
SYN053,2026-06-22,1342,Freelance,5.0,synthetic_demo
SYN053,2026-06-23,1089,Freelance,5.3,synthetic_demo
SYN053,2026-06-24,1026,Freelance,6.2,synthetic_demo
SYN053,2026-06-25,1164,Freelance,5.2,synthetic_demo
SYN053,2026-06-26,1096,Freelance,6.2,synthetic_demo
SYN053,2026-06-27,798,Freelance,4.6,synthetic_demo
SYN053,2026-06-28,459,Freelance,5.1,synthetic_demo
SYN053,2026-06-29,1222,Freelance,4.5,synthetic_demo
SYN054,2026-01-01,0,Freelance,0,synthetic_demo
SYN054,2026-01-02,1098,Freelance,9.5,synthetic_demo
SYN054,2026-01-03,947,Freelance,8.4,synthetic_demo
SYN054,2026-01-04,790,Freelance,7.3,synthetic_demo
SYN054,2026-01-05,1543,Freelance,7.4,synthetic_demo
SYN054,2026-01-06,0,Freelance,0,synthetic_demo
SYN054,2026-01-07,1444,Freelance,8.4,synthetic_demo
SYN054,2026-01-08,0,Freelance,0,synthetic_demo
SYN054,2026-01-09,1392,Freelance,8.4,synthetic_demo
SYN054,2026-01-10,1084,Freelance,9.5,synthetic_demo
SYN054,2026-01-11,804,Freelance,7.9,synthetic_demo
SYN054,2026-01-12,1670,Freelance,7.8,synthetic_demo
SYN054,2026-01-13,1446,Freelance,8.9,synthetic_demo
SYN054,2026-01-14,1519,Freelance,8.4,synthetic_demo
SYN054,2026-01-15,0,Freelance,0,synthetic_demo
SYN054,2026-01-16,1207,Freelance,7.8,synthetic_demo
SYN054,2026-01-17,0,Freelance,0,synthetic_demo
SYN054,2026-01-18,940,Freelance,8.0,synthetic_demo
SYN054,2026-01-19,1532,Freelance,9.7,synthetic_demo
SYN054,2026-01-20,1372,Freelance,8.6,synthetic_demo
SYN054,2026-01-21,1304,Freelance,8.4,synthetic_demo
SYN054,2026-01-22,1340,Freelance,9.8,synthetic_demo
SYN054,2026-01-23,1397,Freelance,6.9,synthetic_demo
SYN054,2026-01-24,0,Freelance,0,synthetic_demo
SYN054,2026-01-25,789,Freelance,7.3,synthetic_demo
SYN054,2026-01-26,1254,Freelance,8.5,synthetic_demo
SYN054,2026-01-27,1560,Freelance,9.4,synthetic_demo
SYN054,2026-01-28,1479,Freelance,7.3,synthetic_demo
SYN054,2026-01-29,0,Freelance,0,synthetic_demo
SYN054,2026-01-30,1105,Freelance,9.8,synthetic_demo
SYN054,2026-01-31,0,Freelance,0,synthetic_demo
SYN054,2026-02-01,889,Freelance,8.0,synthetic_demo
SYN054,2026-02-02,1273,Freelance,7.8,synthetic_demo
SYN054,2026-02-03,1361,Freelance,8.4,synthetic_demo
SYN054,2026-02-04,1543,Freelance,7.3,synthetic_demo
SYN054,2026-02-05,1317,Freelance,9.6,synthetic_demo
SYN054,2026-02-06,1282,Freelance,9.7,synthetic_demo
SYN054,2026-02-07,969,Freelance,6.8,synthetic_demo
SYN054,2026-02-08,721,Freelance,7.6,synthetic_demo
SYN054,2026-02-09,1372,Freelance,9.3,synthetic_demo
SYN054,2026-02-10,1543,Freelance,7.9,synthetic_demo
SYN054,2026-02-11,1346,Freelance,9.5,synthetic_demo
SYN054,2026-02-12,1377,Freelance,9.2,synthetic_demo
SYN054,2026-02-13,1247,Freelance,8.3,synthetic_demo
SYN054,2026-02-14,959,Freelance,7.5,synthetic_demo
SYN054,2026-02-15,842,Freelance,8.9,synthetic_demo
SYN054,2026-02-16,1461,Freelance,8.2,synthetic_demo
SYN054,2026-02-17,1403,Freelance,8.8,synthetic_demo
SYN054,2026-02-18,0,Freelance,0,synthetic_demo
SYN054,2026-02-19,1258,Freelance,9.6,synthetic_demo
SYN054,2026-02-20,0,Freelance,0,synthetic_demo
SYN054,2026-02-21,0,Freelance,0,synthetic_demo
SYN054,2026-02-22,858,Freelance,7.7,synthetic_demo
SYN054,2026-02-23,1479,Freelance,8.6,synthetic_demo
SYN054,2026-02-24,1253,Freelance,9.2,synthetic_demo
SYN054,2026-02-25,1080,Freelance,9.8,synthetic_demo
SYN054,2026-02-26,1294,Freelance,8.2,synthetic_demo
SYN054,2026-02-27,1287,Freelance,9.4,synthetic_demo
SYN054,2026-02-28,0,Freelance,0,synthetic_demo
SYN054,2026-03-01,755,Freelance,7.7,synthetic_demo
SYN054,2026-03-02,1262,Freelance,9.3,synthetic_demo
SYN054,2026-03-03,1394,Freelance,7.9,synthetic_demo
SYN054,2026-03-04,1259,Freelance,8.4,synthetic_demo
SYN054,2026-03-05,1544,Freelance,7.6,synthetic_demo
SYN054,2026-03-06,1166,Freelance,7.4,synthetic_demo
SYN054,2026-03-07,888,Freelance,9.4,synthetic_demo
SYN054,2026-03-08,854,Freelance,7.8,synthetic_demo
SYN054,2026-03-09,1491,Freelance,9.6,synthetic_demo
SYN054,2026-03-10,1553,Freelance,9.5,synthetic_demo
SYN054,2026-03-11,1339,Freelance,8.7,synthetic_demo
SYN054,2026-03-12,1173,Freelance,9.3,synthetic_demo
SYN054,2026-03-13,1163,Freelance,8.1,synthetic_demo
SYN054,2026-03-14,0,Freelance,0,synthetic_demo
SYN054,2026-03-15,853,Freelance,7.4,synthetic_demo
SYN054,2026-03-16,0,Freelance,0,synthetic_demo
SYN054,2026-03-17,1331,Freelance,7.6,synthetic_demo
SYN054,2026-03-18,1290,Freelance,9.6,synthetic_demo
SYN054,2026-03-19,1210,Freelance,9.4,synthetic_demo
SYN054,2026-03-20,1148,Freelance,8.1,synthetic_demo
SYN054,2026-03-21,861,Freelance,7.8,synthetic_demo
SYN054,2026-03-22,805,Freelance,8.4,synthetic_demo
SYN054,2026-03-23,0,Freelance,0,synthetic_demo
SYN054,2026-03-24,0,Freelance,0,synthetic_demo
SYN054,2026-03-25,1244,Freelance,9.2,synthetic_demo
SYN054,2026-03-26,1219,Freelance,8.8,synthetic_demo
SYN054,2026-03-27,1220,Freelance,8.4,synthetic_demo
SYN054,2026-03-28,1020,Freelance,7.9,synthetic_demo
SYN054,2026-03-29,793,Freelance,8.7,synthetic_demo
SYN054,2026-03-30,1480,Freelance,7.7,synthetic_demo
SYN054,2026-03-31,1247,Freelance,7.8,synthetic_demo
SYN054,2026-04-01,1051,Freelance,6.9,synthetic_demo
SYN054,2026-04-02,1147,Freelance,9.5,synthetic_demo
SYN054,2026-04-03,1164,Freelance,8.9,synthetic_demo
SYN054,2026-04-04,0,Freelance,0,synthetic_demo
SYN054,2026-04-05,0,Freelance,0,synthetic_demo
SYN054,2026-04-06,1319,Freelance,7.7,synthetic_demo
SYN054,2026-04-07,0,Freelance,0,synthetic_demo
SYN054,2026-04-08,1376,Freelance,7.8,synthetic_demo
SYN054,2026-04-09,1202,Freelance,9.2,synthetic_demo
SYN054,2026-04-10,0,Freelance,0,synthetic_demo
SYN054,2026-04-11,816,Freelance,9.7,synthetic_demo
SYN054,2026-04-12,719,Freelance,9.1,synthetic_demo
SYN054,2026-04-13,1247,Freelance,8.6,synthetic_demo
SYN054,2026-04-14,1489,Freelance,7.1,synthetic_demo
SYN054,2026-04-15,1219,Freelance,7.7,synthetic_demo
SYN054,2026-04-16,0,Freelance,0,synthetic_demo
SYN054,2026-04-17,1338,Freelance,7.2,synthetic_demo
SYN054,2026-04-18,878,Freelance,9.1,synthetic_demo
SYN054,2026-04-19,764,Freelance,9.0,synthetic_demo
SYN054,2026-04-20,1322,Freelance,7.7,synthetic_demo
SYN054,2026-04-21,0,Freelance,0,synthetic_demo
SYN054,2026-04-22,1184,Freelance,7.3,synthetic_demo
SYN054,2026-04-23,1265,Freelance,7.7,synthetic_demo
SYN054,2026-04-24,1027,Freelance,6.9,synthetic_demo
SYN054,2026-04-25,638,Freelance,8.1,synthetic_demo
SYN054,2026-04-26,664,Freelance,9.3,synthetic_demo
SYN054,2026-04-27,1268,Freelance,9.2,synthetic_demo
SYN054,2026-04-28,0,Freelance,0,synthetic_demo
SYN054,2026-04-29,1406,Freelance,8.8,synthetic_demo
SYN054,2026-04-30,1257,Freelance,8.5,synthetic_demo
SYN054,2026-05-01,1181,Freelance,9.6,synthetic_demo
SYN054,2026-05-02,841,Freelance,9.6,synthetic_demo
SYN054,2026-05-03,0,Freelance,0,synthetic_demo
SYN054,2026-05-04,1158,Freelance,7.8,synthetic_demo
SYN054,2026-05-05,1451,Freelance,7.1,synthetic_demo
SYN054,2026-05-06,1353,Freelance,7.2,synthetic_demo
SYN054,2026-05-07,1203,Freelance,7.5,synthetic_demo
SYN054,2026-05-08,1010,Freelance,8.9,synthetic_demo
SYN054,2026-05-09,854,Freelance,8.9,synthetic_demo
SYN054,2026-05-10,834,Freelance,7.4,synthetic_demo
SYN054,2026-05-11,1246,Freelance,8.3,synthetic_demo
SYN054,2026-05-12,1250,Freelance,7.2,synthetic_demo
SYN054,2026-05-13,1333,Freelance,8.7,synthetic_demo
SYN054,2026-05-14,1330,Freelance,8.9,synthetic_demo
SYN054,2026-05-15,1168,Freelance,7.7,synthetic_demo
SYN054,2026-05-16,821,Freelance,8.5,synthetic_demo
SYN054,2026-05-17,675,Freelance,8.5,synthetic_demo
SYN054,2026-05-18,1255,Freelance,9.0,synthetic_demo
SYN054,2026-05-19,1216,Freelance,7.9,synthetic_demo
SYN054,2026-05-20,1156,Freelance,9.3,synthetic_demo
SYN054,2026-05-21,0,Freelance,0,synthetic_demo
SYN054,2026-05-22,1081,Freelance,7.0,synthetic_demo
SYN054,2026-05-23,746,Freelance,9.0,synthetic_demo
SYN054,2026-05-24,880,Freelance,7.1,synthetic_demo
SYN054,2026-05-25,1276,Freelance,9.4,synthetic_demo
SYN054,2026-05-26,590,Freelance,7.0,synthetic_demo
SYN054,2026-05-27,610,Freelance,9.8,synthetic_demo
SYN054,2026-05-28,483,Freelance,7.1,synthetic_demo
SYN054,2026-05-29,504,Freelance,8.5,synthetic_demo
SYN054,2026-05-30,389,Freelance,9.5,synthetic_demo
SYN054,2026-05-31,319,Freelance,9.3,synthetic_demo
SYN054,2026-06-01,0,Freelance,0,synthetic_demo
SYN054,2026-06-02,548,Freelance,9.1,synthetic_demo
SYN054,2026-06-03,1260,Freelance,7.6,synthetic_demo
SYN054,2026-06-04,1093,Freelance,9.7,synthetic_demo
SYN054,2026-06-05,0,Freelance,0,synthetic_demo
SYN054,2026-06-06,742,Freelance,7.0,synthetic_demo
SYN054,2026-06-07,744,Freelance,8.2,synthetic_demo
SYN054,2026-06-08,1331,Freelance,8.8,synthetic_demo
SYN054,2026-06-09,0,Freelance,0,synthetic_demo
SYN054,2026-06-10,0,Freelance,0,synthetic_demo
SYN054,2026-06-11,0,Freelance,0,synthetic_demo
SYN054,2026-06-12,0,Freelance,0,synthetic_demo
SYN054,2026-06-13,863,Freelance,9.0,synthetic_demo
SYN054,2026-06-14,0,Freelance,0,synthetic_demo
SYN054,2026-06-15,1211,Freelance,7.0,synthetic_demo
SYN054,2026-06-16,1175,Freelance,9.4,synthetic_demo
SYN054,2026-06-17,0,Freelance,0,synthetic_demo
SYN054,2026-06-18,1229,Freelance,9.4,synthetic_demo
SYN054,2026-06-19,1007,Freelance,8.1,synthetic_demo
SYN054,2026-06-20,844,Freelance,8.6,synthetic_demo
